"DATASET SUELO INTELIGENTE + NASA POWER — SOCONUSCO, CHIAPAS  |  3,000 lecturas  |  25 parcelas  |  2015-2024",,,,,,,,,,,,,,,,,,,,,,,,,
"ID
Parcela",Cultivo,Municipio,Año,Mes,"Num
Mes","T
Total",pH,"Humedad
%","N
ppm","P
ppm","K
ppm","CE
dS/m","Temp
°C","Aplic.
N","Aplic.
P","Aplic.
K",Encal.,Estado,"NASA
T2M °C","NASA
RH2M %","NASA
Prec
mm/día","NASA
GWET
suelo",Lat,Lon,
P005,Palma,Tapachula,2021,Ago,8,79,5.52,87.4,25.4,12.4,118.5,1.81,26.2,0,0,0,0,Atención,26.8,87.8,7.7,0.874,14.9,-92.27,97
P005,Palma,Tapachula,2021,Sep,9,80,5.46,88.6,27.1,13.8,122,1.86,26.3,0,0,0,0,Crítico,26.3,87.4,8.7,0.886,14.9,-92.27,97
P005,Palma,Tapachula,2021,Oct,10,81,5.53,84.4,26.4,13.3,115.5,1.87,26.1,0,0,0,0,Atención,27.1,83.9,7.07,0.844,14.9,-92.27,97
P005,Palma,Tapachula,2021,Nov,11,82,5.52,61.9,25,13.5,127.5,1.9,26.5,0,0,0,0,Atención,26.8,81,1.79,0.619,14.9,-92.27,97
P005,Palma,Tapachula,2021,Dic,12,83,5.45,53.3,26.5,11.9,115.8,1.97,26.3,0,0,0,0,Atención,27.2,74.7,2.02,0.533,14.9,-92.27,97
P005,Palma,Tapachula,2022,Ene,1,84,5.5,39.3,31.5,16.2,132.6,1.92,26.2,5,3,7,0,Precaución,26.5,76.1,0.13,0.393,14.9,-92.27,97
P005,Palma,Tapachula,2022,Feb,2,85,5.44,34.2,26,12.9,130.6,1.97,27.1,0,0,0,0,Crítico,26.7,72.5,0,0.342,14.9,-92.27,97
P005,Palma,Tapachula,2022,Mar,3,86,5.57,36.2,24.2,12.1,125.3,1.96,27.8,0,0,0,0,Atención,28.4,71.2,0.78,0.362,14.9,-92.27,97
P005,Palma,Tapachula,2022,Abr,4,87,5.52,41.3,25.6,12.6,124,1.91,28.6,0,0,0,0,Atención,29.2,70.8,0.34,0.413,14.9,-92.27,97
P005,Palma,Tapachula,2022,May,5,88,5.4,70,24.1,12.2,118.8,1.89,28.5,0,0,0,0,Atención,28.6,80.8,3.82,0.7,14.9,-92.27,97
P005,Palma,Tapachula,2022,Jun,6,89,5.57,83.9,25.2,11.8,118.3,1.97,27.1,0,0,0,0,Atención,27.2,83.7,7.81,0.839,14.9,-92.27,97
P005,Palma,Tapachula,2022,Jul,7,90,5.47,81,30.3,12.6,128.7,1.97,25.9,5,0,7,0,Atención,27.2,84.2,7.21,0.81,14.9,-92.27,97
P005,Palma,Tapachula,2022,Ago,8,91,5.45,78.6,25,13.4,123.8,1.92,26.4,0,0,0,0,Atención,26.4,87.8,7.03,0.786,14.9,-92.27,97
P005,Palma,Tapachula,2022,Sep,9,92,5.4,91.9,24.8,12.4,128.8,1.87,26,0,0,0,0,Crítico,27,86.6,7.78,0.919,14.9,-92.27,97
P005,Palma,Tapachula,2022,Oct,10,93,5.48,76.5,25.9,12.1,124.3,1.93,26.1,0,0,0,0,Atención,26.7,85.7,7.57,0.765,14.9,-92.27,97
P005,Palma,Tapachula,2022,Nov,11,94,5.42,62.9,24.9,12.6,130.1,1.85,25.7,0,0,0,0,Atención,26.4,85.2,2.26,0.629,14.9,-92.27,97
P005,Palma,Tapachula,2022,Dic,12,95,5.49,47.8,25.8,12.3,119.9,1.94,26.2,0,0,0,0,Atención,27,76.6,0.47,0.478,14.9,-92.27,97
P005,Palma,Tapachula,2023,Ene,1,96,5.51,42.3,29.4,15.4,124.4,1.93,25.9,5,3,7,0.1,Precaución,26.6,76.2,0.31,0.423,14.9,-92.27,97
P005,Palma,Tapachula,2023,Feb,2,97,5.47,35.8,24.8,13.2,121,2.02,27.4,0,0,0,0,Atención,27.4,73.5,0,0.358,14.9,-92.27,97
P005,Palma,Tapachula,2023,Mar,3,98,5.41,33.5,22.8,12.5,122,2,28.3,0,0,0,0,Crítico,28.4,70.7,0,0.335,14.9,-92.27,97
P005,Palma,Tapachula,2023,Abr,4,99,5.38,41.9,26.5,12.4,118.5,2.02,29,0,0,0,0,Atención,29.6,72,0.15,0.419,14.9,-92.27,97
P005,Palma,Tapachula,2023,May,5,100,5.39,62.8,24.8,12.7,119.4,2.04,28.2,0,0,0,0,Atención,28.4,78.7,3.91,0.628,14.9,-92.27,97
P005,Palma,Tapachula,2023,Jun,6,101,5.52,82.8,24.9,12.2,122.5,1.93,27,0,0,0,0,Atención,27.3,86,7.95,0.828,14.9,-92.27,97
P005,Palma,Tapachula,2023,Jul,7,102,5.4,80.3,29.2,12.8,127,1.9,26.6,5,0,7,0,Atención,27.2,86.5,7.42,0.803,14.9,-92.27,97
P005,Palma,Tapachula,2023,Ago,8,103,5.43,86.4,25.8,11.3,122,1.95,26.5,0,0,0,0,Atención,26.4,84.8,6.82,0.864,14.9,-92.27,97
P005,Palma,Tapachula,2023,Sep,9,104,5.41,85.6,22.7,14.3,128.3,2,26.2,0,0,0,0,Atención,26.5,87.6,8.68,0.856,14.9,-92.27,97
P005,Palma,Tapachula,2023,Oct,10,105,5.47,80.6,25.4,11.7,121.1,1.99,26.7,0,0,0,0,Atención,27.1,86.6,7.63,0.806,14.9,-92.27,97
P005,Palma,Tapachula,2023,Nov,11,106,5.42,68.7,24,11.8,118.9,2.03,26.5,0,0,0,0,Atención,26.3,81.1,1.86,0.687,14.9,-92.27,97
P005,Palma,Tapachula,2023,Dic,12,107,5.39,49,24.6,12.6,118.3,1.96,26.7,0,0,0,0,Atención,26.6,75.4,0.52,0.49,14.9,-92.27,97
P005,Palma,Tapachula,2024,Ene,1,108,5.34,42.4,30.4,15.3,129.5,2.05,26.5,5,3,7,0,Atención,26.6,71.7,0.2,0.424,14.9,-92.27,97
P005,Palma,Tapachula,2024,Feb,2,109,5.43,35.8,26,12,123.9,2.01,27,0,0,0,0,Atención,28,70.2,0.08,0.358,14.9,-92.27,97
P005,Palma,Tapachula,2024,Mar,3,110,5.4,35.6,26.9,14.1,120.1,1.97,28.3,0,0,0,0,Atención,28.6,69.2,0.64,0.356,14.9,-92.27,97
P005,Palma,Tapachula,2024,Abr,4,111,5.47,42.1,28.1,13.3,120.5,2.02,28.9,0,0,0,0,Atención,29.3,69.7,0,0.421,14.9,-92.27,97
P005,Palma,Tapachula,2024,May,5,112,5.38,70.1,26.6,10.9,115.6,2.07,28.5,0,0,0,0,Atención,29,80.1,4.33,0.701,14.9,-92.27,97
P005,Palma,Tapachula,2024,Jun,6,113,5.37,85.3,24.1,11.1,116.8,2.05,27,0,0,0,0,Atención,27.1,85.8,8.28,0.853,14.9,-92.27,97
P005,Palma,Tapachula,2024,Jul,7,114,5.42,86.4,30,13,129,2.01,26.7,5,0,7,0,Atención,27,87.7,7.46,0.864,14.9,-92.27,97
P005,Palma,Tapachula,2024,Ago,8,115,5.4,87.2,22.1,12.4,119.5,2,26.6,0,0,0,0,Atención,26.9,87.3,8.07,0.872,14.9,-92.27,97
P005,Palma,Tapachula,2024,Sep,9,116,5.31,80.6,23.2,14.6,116.8,2.04,26,0,0,0,0,Atención,26.4,82.4,9.02,0.806,14.9,-92.27,97
P005,Palma,Tapachula,2024,Oct,10,117,5.33,84.1,25.2,12.2,115.6,2.01,26.3,0,0,0,0,Atención,27.4,85.8,7.87,0.841,14.9,-92.27,97
P005,Palma,Tapachula,2024,Nov,11,118,5.38,65,26.8,10.8,114.9,2.07,26,0,0,0,0,Atención,26.8,81.6,2.47,0.65,14.9,-92.27,97
P005,Palma,Tapachula,2024,Dic,12,119,5.31,47.7,24.1,11.8,124.6,1.98,26.4,0,0,0,0,Atención,27.1,76.7,0.94,0.477,14.9,-92.27,97
P006,Cacao,Huixtla,2015,Ene,1,0,6.11,42,26.4,18.2,155.8,1.21,26.2,0,0,0,0,Óptimo,26.8,76.3,0.36,0.42,15.15,-92.47,52
P006,Cacao,Huixtla,2015,Feb,2,1,6.07,36.1,28.1,18.3,155.1,1.23,27.5,0,0,0,0,Óptimo,28.6,72.7,0.8,0.361,15.15,-92.47,52
P006,Cacao,Huixtla,2015,Mar,3,2,6,34.9,30.9,18.4,155,1.25,28.5,0,0,0,0,Precaución,28.8,71.7,0.16,0.349,15.15,-92.47,52
P006,Cacao,Huixtla,2015,Abr,4,3,6,38.4,28.9,18.1,155.1,1.16,29.4,0,0,0,0,Óptimo,29.5,70.9,1.3,0.384,15.15,-92.47,52
P006,Cacao,Huixtla,2015,May,5,4,6.09,60.4,28.2,18.8,148.1,1.28,28.6,0,0,0,0,Óptimo,28.7,79.9,4.35,0.604,15.15,-92.47,52
P006,Cacao,Huixtla,2015,Jun,6,5,6.01,80.7,29.1,19.2,151.6,1.28,26.7,0,0,0,0,Óptimo,27.4,84.4,8.48,0.807,15.15,-92.47,52
P006,Cacao,Huixtla,2015,Jul,7,6,6.11,85.6,34.3,18.6,160,1.22,26.6,8,0,6,0,Óptimo,27.2,84.3,7.54,0.856,15.15,-92.47,52
P006,Cacao,Huixtla,2015,Ago,8,7,6.06,77.8,26.6,17.8,160.5,1.22,27.1,0,0,0,0,Óptimo,26.7,85.8,7.67,0.778,15.15,-92.47,52
P006,Cacao,Huixtla,2015,Sep,9,8,6.05,88.8,28.5,18.8,151.8,1.33,26.3,0,0,0,0,Precaución,26.7,83.1,9.68,0.888,15.15,-92.47,52
P006,Cacao,Huixtla,2015,Oct,10,9,6.06,82.1,28.6,17.7,146.5,1.19,26.4,0,0,0,0,Óptimo,27.5,83.4,6.64,0.821,15.15,-92.47,52
P006,Cacao,Huixtla,2015,Nov,11,10,6,65.7,28.1,18.2,159.4,1.21,26.4,0,0,0,0,Óptimo,27.1,81.7,2.75,0.657,15.15,-92.47,52
P006,Cacao,Huixtla,2015,Dic,12,11,5.99,51.6,28.1,18.9,159.6,1.28,26.1,0,0,0,0,Precaución,26.9,76,0.91,0.516,15.15,-92.47,52
P006,Cacao,Huixtla,2016,Ene,1,12,5.99,40.1,37.5,22.6,157.8,1.25,26.2,8,4,6,0,Precaución,27,72.4,0,0.401,15.15,-92.47,52
P006,Cacao,Huixtla,2016,Feb,2,13,5.92,33.8,27.1,18.5,146.1,1.26,27.3,0,0,0,0,Precaución,27.7,70.9,0,0.338,15.15,-92.47,52
P006,Cacao,Huixtla,2016,Mar,3,14,5.98,40.5,28.3,18,157.6,1.26,28,0,0,0,0,Precaución,28.7,68.1,1.28,0.405,15.15,-92.47,52
P006,Cacao,Huixtla,2016,Abr,4,15,5.94,42,28.9,19,151.4,1.33,29,0,0,0,0,Precaución,29.8,70.3,1.28,0.42,15.15,-92.47,52
P006,Cacao,Huixtla,2016,May,5,16,5.97,73.9,25.6,17.8,148.6,1.24,28.1,0,0,0,0,Precaución,29.1,80.8,4.51,0.739,15.15,-92.47,52
P006,Cacao,Huixtla,2016,Jun,6,17,5.89,92,25.1,17.8,152.5,1.29,27.3,0,0,0,0,Precaución,27.8,82.6,8.61,0.92,15.15,-92.47,52
P006,Cacao,Huixtla,2016,Jul,7,18,5.96,81.5,36.2,18.1,165.2,1.21,26.9,8,0,6,0,Precaución,27.5,86.4,8.06,0.815,15.15,-92.47,52
P006,Cacao,Huixtla,2016,Ago,8,19,5.95,84.8,27.3,17.6,156.5,1.3,26.7,0,0,0,0,Precaución,26.7,90,7.97,0.848,15.15,-92.47,52
P006,Cacao,Huixtla,2016,Sep,9,20,5.88,86.7,25.9,17.8,155.5,1.3,26.3,0,0,0,0,Precaución,26.8,91.2,9.3,0.867,15.15,-92.47,52
P006,Cacao,Huixtla,2016,Oct,10,21,5.96,81.9,29.9,17.3,149.5,1.31,26.9,0,0,0,0,Precaución,27,83.6,7.96,0.819,15.15,-92.47,52
P006,Cacao,Huixtla,2016,Nov,11,22,5.89,61.6,27.1,18.6,145.1,1.35,26.1,0,0,0,0,Precaución,26.9,81.1,2.56,0.616,15.15,-92.47,52
P006,Cacao,Huixtla,2016,Dic,12,23,5.88,53.3,26.9,18.8,144.3,1.39,26.3,0,0,0,0,Precaución,27.1,73.7,0.56,0.533,15.15,-92.47,52
P006,Cacao,Huixtla,2017,Ene,1,24,6.11,40.6,36.7,21.8,155.5,1.36,26.7,8,4,6,0.15,Óptimo,26.9,72.8,0.44,0.406,15.15,-92.47,52
P006,Cacao,Huixtla,2017,Feb,2,25,5.93,37.8,26.1,18.6,153,1.32,27.3,0,0,0,0,Precaución,27.4,69.5,0.88,0.378,15.15,-92.47,52
P006,Cacao,Huixtla,2017,Mar,3,26,5.9,30.1,28.1,18.7,148.5,1.33,28.2,0,0,0,0,Precaución,28.5,67.7,0.71,0.301,15.15,-92.47,52
P006,Cacao,Huixtla,2017,Abr,4,27,5.94,45.9,26.6,18.1,151.9,1.38,28.9,0,0,0,0,Precaución,28.7,71.8,0.69,0.459,15.15,-92.47,52
P006,Cacao,Huixtla,2017,May,5,28,5.95,71.7,29.3,19.2,152.3,1.4,28.5,0,0,0,0,Precaución,28.8,79.3,4.57,0.717,15.15,-92.47,52
P006,Cacao,Huixtla,2017,Jun,6,29,5.88,85.3,28.8,18.7,148.5,1.39,27.1,0,0,0,0,Precaución,28,87.6,8.53,0.853,15.15,-92.47,52
P006,Cacao,Huixtla,2017,Jul,7,30,5.92,89.7,33.8,18.9,154.6,1.32,26.6,8,0,6,0,Precaución,27.3,85.7,7.01,0.897,15.15,-92.47,52
P006,Cacao,Huixtla,2017,Ago,8,31,5.95,89.7,27.9,18.2,153.4,1.38,26.5,0,0,0,0,Precaución,27.2,84.7,8.55,0.897,15.15,-92.47,52
P006,Cacao,Huixtla,2017,Sep,9,32,5.9,90.1,25.9,19.4,139.5,1.27,26,0,0,0,0,Precaución,26.9,84.6,8.45,0.901,15.15,-92.47,52
P006,Cacao,Huixtla,2017,Oct,10,33,5.75,90.4,28.8,17.9,156.2,1.32,26.6,0,0,0,0,Precaución,26.7,85.2,6.85,0.904,15.15,-92.47,52
P006,Cacao,Huixtla,2017,Nov,11,34,5.86,68.6,28.9,19.1,158.7,1.3,26.2,0,0,0,0,Precaución,26.3,84.6,2.13,0.686,15.15,-92.47,52
P006,Cacao,Huixtla,2017,Dic,12,35,5.88,51.2,26,17.6,150.1,1.33,26.3,0,0,0,0,Precaución,26.4,74.3,0.84,0.512,15.15,-92.47,52
P006,Cacao,Huixtla,2018,Ene,1,36,5.78,41.9,34.3,21.9,155.1,1.35,26.6,8,4,6,0,Precaución,26.9,74.5,0.47,0.419,15.15,-92.47,52
P006,Cacao,Huixtla,2018,Feb,2,37,5.88,42.2,26.5,17,153.9,1.4,27.5,0,0,0,0,Precaución,27.9,70.6,0.08,0.422,15.15,-92.47,52
P006,Cacao,Huixtla,2018,Mar,3,38,5.86,32.4,26.6,19.4,159.4,1.47,28.8,0,0,0,0,Precaución,29.3,68.7,0.84,0.324,15.15,-92.47,52
P006,Cacao,Huixtla,2018,Abr,4,39,5.83,39.9,27,17.2,154,1.32,28.5,0,0,0,0,Precaución,29.3,71.5,1.34,0.399,15.15,-92.47,52
P006,Cacao,Huixtla,2018,May,5,40,5.85,66.9,26.2,17.1,144.9,1.36,28.2,0,0,0,0,Precaución,28.9,79.1,4.52,0.669,15.15,-92.47,52
P006,Cacao,Huixtla,2018,Jun,6,41,5.83,87.3,27.1,16.8,153.2,1.33,27.3,0,0,0,0,Precaución,27.3,80.5,7.15,0.873,15.15,-92.47,52
P006,Cacao,Huixtla,2018,Jul,7,42,5.78,81.5,35,17.1,156.1,1.38,27,8,0,6,0,Precaución,27,84.5,6.98,0.815,15.15,-92.47,52
P006,Cacao,Huixtla,2018,Ago,8,43,5.78,84.4,27.8,17.2,157,1.43,26.6,0,0,0,0,Precaución,27.3,83.8,7.82,0.844,15.15,-92.47,52
P006,Cacao,Huixtla,2018,Sep,9,44,5.79,92.1,26.1,15.6,153,1.4,26.5,0,0,0,0,Precaución,26.3,83.5,8.56,0.921,15.15,-92.47,52
P006,Cacao,Huixtla,2018,Oct,10,45,5.85,80.8,26.4,18.1,157.3,1.39,26.1,0,0,0,0,Precaución,27.4,89,7.06,0.808,15.15,-92.47,52
P006,Cacao,Huixtla,2018,Nov,11,46,5.84,67.1,28.4,17.1,149.3,1.4,26.3,0,0,0,0,Precaución,27.2,82.2,2.64,0.671,15.15,-92.47,52
P006,Cacao,Huixtla,2018,Dic,12,47,5.83,55,27.2,18.3,154.8,1.4,26.3,0,0,0,0,Precaución,27,76.6,0.76,0.55,15.15,-92.47,52
P006,Cacao,Huixtla,2019,Ene,1,48,5.88,46,36.2,22.1,156.6,1.43,26.5,8,4,6,0.15,Precaución,26.5,73.7,1.11,0.46,15.15,-92.47,52
P006,Cacao,Huixtla,2019,Feb,2,49,5.78,34.4,26,17.5,146.4,1.39,26.9,0,0,0,0,Precaución,27.6,73.2,0.6,0.344,15.15,-92.47,52
P006,Cacao,Huixtla,2019,Mar,3,50,5.79,34.7,26.5,17.5,149.1,1.5,28.5,0,0,0,0,Precaución,28.9,70.7,0.01,0.347,15.15,-92.47,52
P006,Cacao,Huixtla,2019,Abr,4,51,5.78,44.8,27.2,17.7,149,1.34,29.1,0,0,0,0,Precaución,29.3,70.6,1.36,0.448,15.15,-92.47,52
P006,Cacao,Huixtla,2019,May,5,52,5.77,68.1,26,18,150,1.44,28.1,0,0,0,0,Precaución,29,78.6,4.02,0.681,15.15,-92.47,52
P006,Cacao,Huixtla,2019,Jun,6,53,5.78,88.7,26,19,149.3,1.38,27.5,0,0,0,0,Precaución,27.7,84,8.43,0.887,15.15,-92.47,52
P006,Cacao,Huixtla,2019,Jul,7,54,5.73,84.5,35.3,18,155.6,1.4,26.9,8,0,6,0,Precaución,27,87,8.06,0.845,15.15,-92.47,52
P006,Cacao,Huixtla,2019,Ago,8,55,5.72,82.7,25.7,18.8,151.4,1.41,26.2,0,0,0,0,Precaución,26,84.5,7.84,0.827,15.15,-92.47,52
P006,Cacao,Huixtla,2019,Sep,9,56,5.72,86.8,25.9,18.8,156.3,1.43,26.4,0,0,0,0,Precaución,26.9,86,8.95,0.868,15.15,-92.47,52
P006,Cacao,Huixtla,2019,Oct,10,57,5.69,83.2,25.5,16,149.5,1.44,26.1,0,0,0,0,Precaución,26.8,89.7,7.91,0.832,15.15,-92.47,52
P006,Cacao,Huixtla,2019,Nov,11,58,5.71,70.5,28.5,17.5,155.2,1.46,26.7,0,0,0,0,Precaución,26.9,85,2.35,0.705,15.15,-92.47,52
P006,Cacao,Huixtla,2019,Dic,12,59,5.68,46.9,26.1,17.3,155.9,1.48,26.5,0,0,0,0,Precaución,26.8,75.9,1.53,0.469,15.15,-92.47,52
P006,Cacao,Huixtla,2020,Ene,1,60,5.78,42.1,33.4,21.7,150.3,1.45,27,8,4,6,0,Precaución,27.1,76.3,0.63,0.421,15.15,-92.47,52
P006,Cacao,Huixtla,2020,Feb,2,61,5.7,40.8,27.7,17.5,150.6,1.5,26.9,0,0,0,0,Precaución,28.1,71.1,0.67,0.408,15.15,-92.47,52
P006,Cacao,Huixtla,2020,Mar,3,62,5.72,44.5,24.9,18.4,143.5,1.48,28.6,0,0,0,0,Precaución,28,67,0.83,0.445,15.15,-92.47,52
P006,Cacao,Huixtla,2020,Abr,4,63,5.68,41.7,25.3,18.4,151.7,1.46,28.7,0,0,0,0,Precaución,29.1,68.8,0.7,0.417,15.15,-92.47,52
P006,Cacao,Huixtla,2020,May,5,64,5.68,67.7,24.8,17.6,152.1,1.53,28.3,0,0,0,0,Precaución,28.6,80.4,3.78,0.677,15.15,-92.47,52
P006,Cacao,Huixtla,2020,Jun,6,65,5.72,88.5,27,18.3,149.3,1.44,27.2,0,0,0,0,Precaución,27.8,85.4,7.61,0.885,15.15,-92.47,52
P006,Cacao,Huixtla,2020,Jul,7,66,5.63,87.7,34.3,17.2,151.8,1.47,27,8,0,6,0,Precaución,27.1,84.1,7.73,0.877,15.15,-92.47,52
P006,Cacao,Huixtla,2020,Ago,8,67,5.7,80.9,26.5,16.5,152.5,1.43,27.2,0,0,0,0,Precaución,26.5,90.2,8.42,0.809,15.15,-92.47,52
P006,Cacao,Huixtla,2020,Sep,9,68,5.56,84.7,25.7,17.7,155.6,1.42,26.6,0,0,0,0,Precaución,26,86.6,9.35,0.847,15.15,-92.47,52
P006,Cacao,Huixtla,2020,Oct,10,69,5.65,82.4,26.1,16.8,153.2,1.51,26.6,0,0,0,0,Precaución,27.5,84.1,7.96,0.824,15.15,-92.47,52
P006,Cacao,Huixtla,2020,Nov,11,70,5.64,69,26.9,17.1,145.4,1.53,26.5,0,0,0,0,Precaución,26.6,84.2,1.46,0.69,15.15,-92.47,52
P006,Cacao,Huixtla,2020,Dic,12,71,5.78,46.7,24,17.5,155.4,1.54,25.9,0,0,0,0,Precaución,26.9,73.9,1.3,0.467,15.15,-92.47,52
P006,Cacao,Huixtla,2021,Ene,1,72,5.78,43.8,32.5,22.9,160.2,1.52,26.5,8,4,6,0.15,Precaución,26.7,72.2,0.9,0.438,15.15,-92.47,52
P006,Cacao,Huixtla,2021,Feb,2,73,5.57,35.1,23.7,18.3,146.8,1.47,26.9,0,0,0,0,Precaución,27.1,73.1,0,0.351,15.15,-92.47,52
P006,Cacao,Huixtla,2021,Mar,3,74,5.65,34.5,27.1,16.6,157.8,1.49,28.6,0,0,0,0,Precaución,28.4,71.9,0,0.345,15.15,-92.47,52
P006,Cacao,Huixtla,2021,Abr,4,75,5.58,37,27.3,16.6,146.3,1.54,28.4,0,0,0,0,Precaución,29.6,72.8,0.51,0.37,15.15,-92.47,52
P006,Cacao,Huixtla,2021,May,5,76,5.65,66.7,25.4,16.8,151.6,1.49,28.2,0,0,0,0,Precaución,29,82.3,4.18,0.667,15.15,-92.47,52
P006,Cacao,Huixtla,2021,Jun,6,77,5.61,87.8,26.1,16.9,150,1.57,27.4,0,0,0,0,Precaución,27.8,88.2,7.56,0.878,15.15,-92.47,52
P006,Cacao,Huixtla,2021,Jul,7,78,5.59,81.6,34,17.3,159,1.54,27.3,8,0,6,0,Precaución,27,85.2,7.84,0.816,15.15,-92.47,52
P006,Cacao,Huixtla,2021,Ago,8,79,5.58,83.4,25.9,17.5,150.3,1.54,26.5,0,0,0,0,Precaución,27.1,87.3,7.51,0.834,15.15,-92.47,52
P006,Cacao,Huixtla,2021,Sep,9,80,5.56,93.6,25.3,16.1,150.8,1.55,27,0,0,0,0,Atención,26.9,85.8,9.01,0.936,15.15,-92.47,52
P006,Cacao,Huixtla,2021,Oct,10,81,5.62,78.8,26.2,15.9,152.8,1.55,26.9,0,0,0,0,Precaución,27.3,86.4,7.57,0.788,15.15,-92.47,52
P006,Cacao,Huixtla,2021,Nov,11,82,5.53,64.1,24.8,17,141.3,1.55,26.4,0,0,0,0,Precaución,27.2,84.1,1.74,0.641,15.15,-92.47,52
P006,Cacao,Huixtla,2021,Dic,12,83,5.6,53.8,24.5,16.2,146.5,1.55,25.9,0,0,0,0,Precaución,27.2,75,0.24,0.538,15.15,-92.47,52
P006,Cacao,Huixtla,2022,Ene,1,84,5.56,41.6,34.1,20.1,149.6,1.52,26.7,8,4,6,0,Precaución,27.5,75.4,0,0.416,15.15,-92.47,52
P006,Cacao,Huixtla,2022,Feb,2,85,5.61,38.8,26.3,17.5,142.9,1.58,27.4,0,0,0,0,Precaución,27.8,71.2,0.13,0.388,15.15,-92.47,52
P006,Cacao,Huixtla,2022,Mar,3,86,5.53,33.1,22.8,17.3,147.9,1.6,28.7,0,0,0,0,Atención,28.1,69.3,0.82,0.331,15.15,-92.47,52
P006,Cacao,Huixtla,2022,Abr,4,87,5.51,39.8,25.7,15.9,150.4,1.55,29.3,0,0,0,0,Precaución,29.6,69,0.65,0.398,15.15,-92.47,52
P006,Cacao,Huixtla,2022,May,5,88,5.61,63.4,24,17.9,150.1,1.56,28.7,0,0,0,0,Precaución,29,77.1,3.46,0.634,15.15,-92.47,52
P006,Cacao,Huixtla,2022,Jun,6,89,5.46,84.5,25.3,17.7,150.8,1.63,27,0,0,0,0,Atención,27.5,86.9,7.62,0.845,15.15,-92.47,52
P006,Cacao,Huixtla,2022,Jul,7,90,5.55,83,34.5,16.7,157.6,1.58,26.5,8,0,6,0,Precaución,27.4,87.5,7.46,0.83,15.15,-92.47,52
P006,Cacao,Huixtla,2022,Ago,8,91,5.51,84,26.9,16.1,156.9,1.62,26.6,0,0,0,0,Precaución,26.9,85.2,8.41,0.84,15.15,-92.47,52
P006,Cacao,Huixtla,2022,Sep,9,92,5.48,83.1,25.3,19.1,151,1.64,26.5,0,0,0,0,Atención,27.4,87.8,8.49,0.831,15.15,-92.47,52
P006,Cacao,Huixtla,2022,Oct,10,93,5.55,82.5,24.6,17.8,149.4,1.57,26.6,0,0,0,0,Precaución,26.6,84.5,6.8,0.825,15.15,-92.47,52
P006,Cacao,Huixtla,2022,Nov,11,94,5.55,67.8,24.3,17.4,153.2,1.62,26.5,0,0,0,0,Precaución,26.1,77.2,2.35,0.678,15.15,-92.47,52
P006,Cacao,Huixtla,2022,Dic,12,95,5.48,51.5,25.1,16.3,147.6,1.6,26.2,0,0,0,0,Atención,26.8,77.4,0.95,0.515,15.15,-92.47,52
P006,Cacao,Huixtla,2023,Ene,1,96,5.61,41,33.9,21.3,151.7,1.65,26.4,8,4,6,0.15,Precaución,27,73.7,0,0.41,15.15,-92.47,52
P006,Cacao,Huixtla,2023,Feb,2,97,5.5,35.5,22.9,17.6,152.2,1.68,27,0,0,0,0,Precaución,28.1,72.4,1.04,0.355,15.15,-92.47,52
P006,Cacao,Huixtla,2023,Mar,3,98,5.54,38.1,26.1,15.5,145.4,1.61,28.1,0,0,0,0,Precaución,28.9,73,0.04,0.381,15.15,-92.47,52
P006,Cacao,Huixtla,2023,Abr,4,99,5.48,41.4,26,16.8,153.9,1.64,28.4,0,0,0,0,Atención,29.1,70,0.42,0.414,15.15,-92.47,52
P006,Cacao,Huixtla,2023,May,5,100,5.44,71.3,24.2,17,152.3,1.63,28.7,0,0,0,0,Atención,29.1,79.4,4.47,0.713,15.15,-92.47,52
P006,Cacao,Huixtla,2023,Jun,6,101,5.47,83.1,26.1,16.3,150.8,1.61,27.2,0,0,0,0,Atención,27.1,83.1,7.39,0.831,15.15,-92.47,52
P006,Cacao,Huixtla,2023,Jul,7,102,5.41,78.9,34,17.3,155.5,1.66,26.8,8,0,6,0,Atención,27.4,83,7.78,0.789,15.15,-92.47,52
P006,Cacao,Huixtla,2023,Ago,8,103,5.42,84.5,27.4,17,153.1,1.66,26.6,0,0,0,0,Atención,26.5,87.9,6.54,0.845,15.15,-92.47,52
P006,Cacao,Huixtla,2023,Sep,9,104,5.42,91.6,26.5,17.8,144.7,1.7,26.6,0,0,0,0,Atención,27.5,84.2,10.2,0.916,15.15,-92.47,52
P006,Cacao,Huixtla,2023,Oct,10,105,5.47,82.5,23.3,17.6,149.3,1.63,26.4,0,0,0,0,Atención,26.6,83.3,7.35,0.825,15.15,-92.47,52
P006,Cacao,Huixtla,2023,Nov,11,106,5.36,67.6,23.3,15.8,142.3,1.63,26.4,0,0,0,0,Atención,27.2,85.4,0.92,0.676,15.15,-92.47,52
P006,Cacao,Huixtla,2023,Dic,12,107,5.37,54.8,24.9,17.2,150,1.66,26.6,0,0,0,0,Atención,27.2,77.1,0.78,0.548,15.15,-92.47,52
P006,Cacao,Huixtla,2024,Ene,1,108,5.44,43.3,32.6,20.6,153.6,1.63,26.7,8,4,6,0,Atención,27.4,73.9,0,0.433,15.15,-92.47,52
P006,Cacao,Huixtla,2024,Feb,2,109,5.33,39.6,26.6,14.7,149.2,1.64,27.5,0,0,0,0,Atención,27.5,72.5,0.81,0.396,15.15,-92.47,52
